"BFN","LICENSE_TYPE","LICENSE_SUB_TYPE","LICENSE_STATUS","EXPIRATION_DATE","ENTITY_NAME","ESTABLISHMENT_ADDRESS"
"2018-BFN-0000020","Combined License","NA","Pending","1/2/2018 2:04:28 PM","PEARL STREET LOHI LLC","2021 W 32nd Ave  Denver 80211"
"2018-BFN-0000796","Combined License","NA","Pending","2/9/2018 11:43:46 AM","RAR2-444 EAST 19TH, LLC","444 E 19th Ave  Denver 80203"
"2018-BFN-0000391","Food - Retail","Milk, Dairy, Prepackaged Meats","Pending","1/22/2018 3:03:19 PM","READY FIT GO LLC","8101 E Belleview  W2 Denver 80237"
"2018-BFN-0000176","Liquor","Tastings","Pending","1/10/2018 1:49:01 PM","LUCERO ENTERPRISES INC","18611  Green Valley Ranch Blvd  Denver 80249"
"2018-BFN-0000251","Swimming Pool","NA","Pending","1/16/2018 10:22:51 AM","REVIVE CHERRY CREEK, LLC","250 N Steele St 110 Denver 80206"
"2018-BFN-0000568","Merchant Guard Company","NA","Pending","1/31/2018 12:12:28 PM","ACTION SECURITY, LLC","8181 E 104TH AVE  HENDERSON 80640"
"2018-BFN-0000302","Combined License","NA","Pending","1/17/2018 2:52:14 PM","LoHi DISTILLED LLC","3622 N Tejon St  Denver "
"2018-BFN-0000310","Tree Service Company","NA","Pending","1/17/2018 4:02:45 PM","Kevin H Smith","5497  HARLAN ST  ARVADA 80002"
"2018-BFN-0000807","Combined License","NA","Pending","2/9/2018 2:52:49 PM","QUEBEC PLACE AT FAIRMOUNT","430 S Quebec St  Denver 80247"
"2018-BFN-0001060","Combined License","NA","Pending","2/23/2018 10:09:13 AM","RUN FOR THE ROSES LLC","1801  BLAKE ST 10 DENVER 80202"
"2018-BFN-0001716","Retail Food Establishment","Restaurant - Temporary","Pending","3/23/2018 4:31:08 PM","PETIT POT","158 S SPRUCE AVE  SOUTH SAN FRANCISCO 94080"
"2018-BFN-0001222","Med Marijuana Inf Prod Manuf","NA","Pending","3/2/2018 2:53:43 PM","AMERICAN INDUSTRY LLC","4571 N Ivy   Denver 80216"
"2018-BFN-0001264","Child Care Center","NA","Pending","3/6/2018 9:28:12 AM","DREAM BIG DAY CAMP","5420 E 1st Ave  Denver 80220"
"2018-BFN-0002285","Combined License","NA","Pending","4/17/2018 11:10:07 AM","SIMPSON HOUSING FUND I LLC","4875 S DTC Blvd  Denver "
"2018-BFN-0002504","Combined License","NA","Pending","4/25/2018 9:16:59 AM","1311 COOK RESIDENTIAL LLC","1311 N Cook St  Denver 80206"
"2018-BFN-0002420","Combined License","NA","Pending","4/20/2018 1:49:23 PM","AMERICAN CULTURES LLC","3233 N TEJON ST 107 DENVER 80211"
"2018-BFN-0003044","Retail Food Establishment","Restaurant","Pending","5/15/2018 11:55:41 AM","FRESQUEZ CONCESSIONS, INC","7684 N Wenatchee St  Denver 80249"
"2018-BFN-0002792","Retail Food Establishment","Mobile","Pending","5/4/2018 1:36:53 PM","HIP HOP ICE CREAM","3392 S PENNSYLVANIA ST  ENGLEWOOD 80113"
"2018-BFN-0003075","Retail Food Establishment","Mobile","Pending","5/16/2018 10:57:05 AM","TACOS EL PASTORCITO","5661 W GREEN  MEADOWS PL APT 101 DENVER 80227"
"2018-BFN-0003648","Retail Food Establishment","Restaurant - Stand-Up","Pending","6/4/2018 3:03:17 PM","CALLE 16 LLC","16  AND ARAPAHOE ST 16 DENVER 80202"
"2018-BFN-0003519","Food - Retail","Bakery, Deli","Pending","5/30/2018 1:36:08 PM","FRUTERIA LA MEXICANA, INC","706 N Sheridan Blvd  Denver 80214"
"2018-BFN-0003399","Retail Food Establishment","Mobile","Pending","5/25/2018 10:10:23 AM","PALAVA FINE FOODS LLC","11002 E YALE AVE  AURORA 80014"
"2018-BFN-0003408","Retail Food Establishment","Mobile","Pending","5/25/2018 11:17:00 AM","WASKO FOOD CONCEPTS, LLC","2982  RALEIGH ST  DENVER 80212"
"2018-BFN-0003304","Retail Food Establishment","Mobile","Pending","5/22/2018 4:27:17 PM","CLAMATOS EL HARO","2780 W ELLSWORTH AVE  DENVER 80219"
"2018-BFN-0003572","Child Care Center","NA","Pending","5/31/2018 4:29:09 PM","COLORADO NONPROFIT DEVELOPMENT CENTER","2701 N Lima St  Denver 80238"
"2018-BFN-0003507","Combined License","NA","Pending","5/30/2018 10:02:48 AM","NILE EXPRESS MARKET","9660 E Alameda Ave 110 Denver 80247"
"2018-BFN-0003511","Combined License","NA","Pending","5/30/2018 10:28:01 AM","MR.HAO GRILL LLC","10021 E Hampden Ave  Denver 80231"
"2018-BFN-0003252","Child Care Center","NA","Pending","5/21/2018 5:55:07 PM","OAKLAND ELEMENTARY","4580 N Dearborn St  Denver 80239"
"2018-BFN-0003323","Liquor","Special Events","Pending","5/23/2018 12:07:11 PM","CU PERU","2350  ARAPAHOE ST  DENVER 80205"
"2018-BFN-0003718","Liquor","Special Events","Pending","6/6/2018 12:06:51 PM","CHERRY CREEK ARTS FESTIVAL","2 N Steele   Denver 80206"
"2018-BFN-0003645","Retail Food Establishment","Restaurant","Pending","6/4/2018 2:49:21 PM","HAI HAIS LIMITED","200 E Colfax Ave  Denver 80203"
"2018-BFN-0004138","Retail Food Establishment","Restaurant","Pending","6/15/2018 4:05:05 PM","DH UNIVERSITY LLC","2075 S University Blvd C Denver 80210"
"2018-BFN-0004150","Child Care Center","NA","Pending","6/18/2018 9:53:21 AM","SUNFLOWER HILL CHILD CARE INC","1520 S Glencoe St  Denver 80222"
"2018-BFN-0004022","Retail Food Establishment","Mobile","Pending","6/13/2018 2:18:06 PM","WHOLE SOL BLEND BAR","1735  CHESTNUT PL  DENVER 80202"
"2018-BFN-0004023","Retail Food Establishment","Mobile","Pending","6/13/2018 2:51:30 PM","AUNTIE ANG'S SHAVE ICE, LLC","6373  ZANG CT UNIT B ARVADA 80004"
"2018-BFN-0004122","Liquor","Special Events","Pending","6/15/2018 1:16:17 PM","DASH FOR SMILES","8801 E Martin Luther King Jr Blvd  Denver "
"2018-BFN-0003971","Swimming Pool","NA","Pending","6/12/2018 2:34:24 PM","SPEER PARTNERS, LLC","255 N Washington St  Denver 80203"
"2018-BFN-0004325","Liquor","Special Events","Pending","6/20/2018 11:33:42 AM","THE WASHINGTON STREET COMMUNITY CENTER","809 S Washington St  Denver 80209"
"2015-BFN-0008461","Med Marijuana Opt Prem Cultiv","NA","Pending","12/31/2015 3:30:24 PM","NATURE'S KISS CANNABIS SERVICES HEALTH & WELLNESS, LLC","153 N Vallejo St  Denver 80223"
"2016-BFN-0000329","Liquor","Retail","Pending","1/20/2016 2:34:46 PM","SIMRAE SOLUTIONS LLC","469 W Wesley   Denver 80223"
"2016-BFN-0002647","Combined License","NA","Pending","5/9/2016 9:53:08 AM","PANCHO VILLAS INC.","1225 S Federal Blvd  Denver 80219"
"2016-BFN-0006852","Liquor","Special Events","Pending","10/6/2016 1:14:50 PM","BANDS FOR LANDS","2060 W Colfax Ave  Denver 80204"
"2016-BFN-0008035","Liquor","Special Events","Pending","12/5/2016 9:53:11 AM","SORTED SOCIAL CLUB","3881 N Steele St B Denver 80205"
"2016-BFN-0008062","Liquor","Special Events","Pending","12/6/2016 12:01:27 PM","CITY & COUNTY OF DENVER","144 W Colfax Ave  Denver 80202"
"2017-BFN-0005379","Combined License","NA","Pending","7/20/2017 2:10:17 PM","PEMBROOKE OWNER LLC","10700 E DARTMOUTH AVE  DENVER 80014"
"2017-BFN-0005182","Lodging Facility","NA","Pending","7/14/2017 11:57:57 AM","JDP REAL ESTATE LLC","2501 S BROADWAY   DENVER 80210"
"2017-BFN-0004974","Swimming Pool","NA","Pending","7/7/2017 8:52:14 AM","CHERRY CREEK TOWER CONDOMINIUMS","3100 E CHERRY CREEK DR  DENVER 80209"
"2017-BFN-0005097","Swimming Pool","NA","Pending","7/12/2017 1:23:28 PM","CPF CREEKSIDE LLC","5250 E Cherry Creek South Dr  Denver 80246"
"2017-BFN-0005361","Retail Food Establishment","Mobile","Pending","7/20/2017 11:42:13 AM","EL SITIO DEL SABOR","10233 S PARKER RD 30 PARKER 80134"
"2017-BFN-0005124","Combined License","NA","Pending","7/13/2017 10:16:00 AM","THE BARCLAY TOWERS CONDOMINIUM INC","1625  Larimer St  Denver 80202"
"2017-BFN-0005574","Lodging Facility","NA","Pending","7/26/2017 1:28:53 PM","STAY ALFRED INC","2200  MARKET ST  DENVER 80205"
"2017-BFN-0004981","Combined License","NA","Pending","7/7/2017 10:51:59 AM","CHERRY HILLS III CONDOMINIUM INC","2800 S UNIVERSITY BLVD  DENVER 80210"
"2017-BFN-0005055","Retail Marijuana Inf Prod Mfg","NA","Pending","7/11/2017 11:21:32 AM","KAYAVIDA LLC","1221 N Pecos ST 110 Denver 80204"
"2017-BFN-0003265","Liquor","Retail","Pending","5/9/2017 1:38:20 PM","SIMRAE SOLUTIONS LLC","6803 E 47TH AVENUE DR C DENVER 80216"
"2017-BFN-0003802","Liquor","Special Events","Pending","5/25/2017 11:35:24 AM","LOVERS OF FRESH IDEAS ARTIST COALITION INC","3457  Ringsby Ct  Denver 80216"
"2017-BFN-0004660","Retail Food Establishment","Mobile","Pending","6/26/2017 3:01:01 PM","BOULDER MOO LLC","669 S BROADWAY   BOULDER 80305"
"2017-BFN-0006879","Tree Service Company","NA","Pending","12/31/2018 12:00:00 AM","TREVOR PHAN THORNTON","3355 S AKRON ST  DENVER 80231"
"2017-BFN-0006878","Retail Food Establishment","Mobile","Pending","9/5/2017 9:37:20 AM","STEADBROOK LLC","46 S BROADWAY   DENVER 80209"
"2017-BFN-0006239","Swimming Pool","NA","Pending","8/18/2017 11:15:17 AM","WILLOWS AT TAMARAC LLC","8525 E Hampden Ave  Denver 80231"
"2017-BFN-0007417","Liquor","Special Events","Pending","9/25/2017 12:33:54 PM","10.10.10","2000 E Buchtel Blvd  Denver 80210"
"2017-BFN-0007207","Kennel","NA","Pending","9/15/2017 12:24:25 PM","VCA ANIMAL HOSPITALS, INC.","5304 E Colfax Ave  Denver 80220"
"2017-BFN-0007171","Child Care Home","NA","Pending","9/14/2017 3:13:18 PM","MOON","4553 N Ceylon St  Denver 80249"
"2017-BFN-0007505","Retail Food Establishment","Restaurant","Pending","9/27/2017 4:20:11 PM","ALVARADO CONCEPTS LLC","4480 N PEORIA ST  DENVER 80239"
"2017-BFN-0008621","Retail Marijuana Inf Prod Mfg","NA","Pending","11/17/2017 11:16:12 AM","SIERRACO ENTERPRISES LLC","3820 N Forest St  Denver 80207"
"2017-BFN-0008367","Tree Service Company","NA","Pending","12/31/2018 12:00:00 AM","STEPHEN KYLE PEEP","314 E 2ND AVE  CHEYENNE 82001"
"2017-BFN-0009147","Tree Service Company","NA","Pending","12/31/2018 12:00:00 AM","ERIC TYLOR HEMENWAY","2595 W Evans AVE  DENVER 80219"
"2017-BFN-0009041","Retail Food Establishment","Restaurant","Pending","12/11/2017 11:24:38 AM","CHICK FIL A INC","7785 E Hampden Ave  Denver "
"2017-BFN-0008908","Retail Food Establishment","Restaurant","Pending","12/5/2017 10:44:05 AM","STARBUCKS","6691 N Tower Rd 109 Denver "
"2017-BFN-0008958","Valet Operator","NA","Pending","12/6/2017 2:53:46 PM","ART, LLC","1201 N Broadway   Denver 80203"
"2017-BFN-0008752","Food - Retail","Multi-Use","Pending","11/27/2017 3:18:14 PM","LEEVERS SUPERMARKETS, INC.","7150  Leetsdale Dr 350 Denver "
"2017-BFN-0009114","Child Care Home","NA","Pending","12/13/2017 12:32:14 PM","ANNA CANDIES","4948 N Xanadu St  Denver 80239"
"2018-BFN-0000173","Food - Wholesale","Produce, Bulk, Prepackaged","Pending","1/10/2018 1:00:30 PM","INFINITE PRODUCT COMPANY","14697 E EASTER  H CENTENNIAL 80112"
"2018-BFN-0000282","Retail Marijuana Store","NA","Pending","1/17/2018 9:23:57 AM","MHFS LLC","2563  15th  103 Denver 80211"
"2018-BFN-0000754","Cannabis Consumption","Establishment","Pending","2/7/2018 3:19:35 PM","UTOPIA ALL NATURAL WELLNESS SPA & LOUNGE LLC","1244 N Grant St  Denver 80203"
"2018-BFN-0000659","Merchant Guard Company","NA","Pending","2/5/2018 8:19:29 AM","OMNIPLEX WORLD SERVICES CORPORATION","14151  PARK MEADOW DR SUITE 300 CHANTILLY 20151"
"2018-BFN-0000104","Retail Food Establishment","Mobile","Pending","1/5/2018 3:26:56 PM","EL SITIO DEL SABOR","10233 S PARKER RD 30 PARKER 80134"
"2018-BFN-0000133","Food - Wholesale","Produce, Bulk, Prepackaged","Pending","1/9/2018 9:45:36 AM","LA MEXICANITA PRODUCTS UC","4195 N Oneida St E Denver 80216"
"2018-BFN-0000305","Food - Wholesale","Packaged, Bottled, Canned","Pending","1/17/2018 3:13:10 PM","MASTER SMITH ENTERPRISES LLC","14697 E EASTER AVE H CENTENNIAL 80112"
"2018-BFN-0000636","Combined License","NA","Pending","2/2/2018 12:17:32 PM","DIAMOND AT PROSPECT ASSET MANAGEMENT, LLC","3001  FOX ST  DENVER 80202"
"2018-BFN-0001553","Combined License","NA","Pending","3/19/2018 10:57:46 AM","RAM ONE, LLC","7020 N TOWER RD  DENVER 80249"
"2014-BFN-1074550","Combined License","NA","Pending","12/3/2016 12:00:00 AM","John V Propp","10005 E Hampden   Denver 80231"
"2016-BFN-0005846","Combined License","NA","Pending","9/1/2016 3:31:50 PM","BARDENAY, INC","2245 N Kearney   Denver 80207"
"2016-BFN-0004801","Retail Marijuana Inf Prod Mfg","NA","Pending","7/28/2016 10:16:28 AM","PNW, LLC","701 W MISSISSIPPI AVE  DENVER 80223"
"2016-BFN-0005965","Food - Wholesale","Packaged, Bottled, Canned","Pending","9/7/2016 12:28:00 PM","SWEET VIKING, LLC","4800 E Cherry Creek South Dr  Denver 80246"
"2016-BFN-0006180","Liquor","Special Events","Pending","9/14/2016 7:47:16 AM","THE ST. FRANCIS CENTER","2060 W Colfax Ave  Denver 80204"
"2016-BFN-0006281","Retail Marijuana Inf Prod Mfg","NA","Pending","9/19/2016 10:30:39 AM","TRILL EVOLUTIONS, LLC","5550 N JOLIET ST  DENVER 80239"
"2016-BFN-0006910","Med Marijuana Inf Prod Manuf","NA","Pending","10/10/2016 12:12:37 PM","ZUNI WELLNESS CENTER,LLC","2675 S SANTA FE DR 6C DENVER 80223"
"2016-BFN-0008020","Liquor","Special Events","Pending","12/2/2016 4:07:07 PM","PHARAOH FOUNDATION","2590 N Washington St  Denver 80205"
"2016-BFN-0008826","Retail Marijuana Store","NA","Pending","12/30/2016 12:09:09 PM","SUMMIT WELLNESS","2042 S BANNOCK ST  DENVER 80223"
"2017-BFN-0000366","Combined License","NA","Pending","1/17/2017 10:03:51 AM","COMMON THREAD LLC","3358  Larimer   Denver 80205"
"2016-BFN-0008792","Retail Marij Opt. Prem. Cultiv","NA","Pending","12/30/2016 10:07:57 AM","CANNABIS FOR HEALTH, LLC","155 S PECOS ST  DENVER 80223"
"2017-BFN-0001095","Combined License","NA","Pending","2/16/2017 10:42:36 AM","BREAKERS TCL, LLC","9099 E MISSISSIPPI AVE  DENVER 80247"
"2017-BFN-0000990","Retail Marijuana Inf Prod Mfg","NA","Pending","2/10/2017 12:38:08 PM","AMERICAN INDUSTRY LLC","4571 N Ivy ST  Denver 80216"
"2017-BFN-0004921","Tree Service Company","NA","Pending","7/5/2017 1:37:25 PM","JONATHAN STEIN","4801 S WADSORTH BLVD  LITTLETON 80123"
"2017-BFN-0005194","Swimming Pool","NA","Pending","7/14/2017 2:21:42 PM","UNIVERSITY PARK TOWER","2225  BUCHTEL BLVD  DENVER 80210"
"2017-BFN-0005526","Retail Food Establishment","Restaurant","Pending","7/25/2017 10:49:09 AM","TASHIMO KO CO","3001 N Brighton Blvd  Denver 80216"
"2017-BFN-0005206","Combined License","NA","Pending","7/17/2017 8:12:29 AM","PROPULSION INC","8500 W CRESTLINE AVE I DENVER 80123"
"2017-BFN-0002908","Combined License","NA","Pending","4/25/2017 2:53:18 PM","1535 EAST EVANS AVENUE LLC","1535 E Evans Ave  Denver 80210"
"2017-BFN-0003295","Combined License","NA","Pending","5/10/2017 11:04:22 AM","PBH BREAKERS, LLC","9029 E Mississippi Ave  Denver "
"2017-BFN-0004526","Swimming Pool","NA","Pending","6/21/2017 10:06:13 AM","CONDOMINIUM ASSOCIATION OF WHISPERING PINES OF DENVER","7755 E Quincy Ave  Denver 80237"
"2017-BFN-0006053","Swimming Pool","NA","Pending","8/11/2017 2:00:14 PM","OAK PARK CONDOMINIUM ASSOCIATION, INC","10150 E Virginia Ave  Denver 80247"
"2017-BFN-0006658","Retail Food Establishment","Restaurant - Temporary","Pending","8/31/2017 9:03:18 AM","GMR MARKETING LLC","5000 S TOWNE DR  NEW BERLIN 53151"
"2017-BFN-0006418","Retail Marijuana Inf Prod Mfg","NA","Pending","8/24/2017 2:56:38 PM","GENTLEMAN QUINNS LLC","2282 N Broadway   Denver "
"2017-BFN-0007139","Combined License","NA","Pending","9/14/2017 11:37:40 AM","CL SLOANS LAKE LP","1550  RALEIGH ST  DENVER 80204"
"2017-BFN-0007276","Lodging Facility","NA","Pending","9/19/2017 8:58:57 AM","SLOANS LAKE LLC","4000 W CONEJOS PL  DENVER 80204"
"2017-BFN-0008060","Liquor","Retail","Pending","10/19/2017 12:47:24 PM","900 PARK AVE LLC","900  Park Ave  Denver "
"2018-BFN-0000033","Tree Service Company","NA","Pending","1/3/2018 9:51:15 AM","CHASE BREITENBACH","1624  MARKET ST 226 DENVER 80202"
"2017-BFN-0008966","Retail Food Establishment","Restaurant","Pending","12/7/2017 10:33:28 AM","MR COMPANIES LLC","6300 E Hampden Ave F Denver 80222"
"2017-BFN-0009135","Body Art Est - Permanent","NA","Pending","12/14/2017 1:48:20 PM","303 INK LLC","2902 W Jewell Ave  Denver 80219"
"2017-BFN-0008852","Retail Food Establishment","Restaurant - Temporary","Pending","12/1/2018 12:00:00 AM","MOUNTAIN HIGH CONCESSIONS INC","15369  OPEN SKY WAY  COLORADO SPRINGS 80908"
"2017-BFN-0008888","Food - Wholesale","Fresh Meats, Fish, Caterers","Pending","12/4/2017 12:23:56 PM","SUGAR BAKESHOP LLC","277 N Broadway   Denver 80203"
"2017-BFN-0008756","Retail Food Establishment","Restaurant","Pending","11/28/2017 9:18:07 AM","ROOSTERCAT COFFEE COMPANY","1045 N Lincoln St  Denver 80203"
"2018-BFN-0000170","Retail Food Establishment","Restaurant","Pending","1/10/2018 12:46:52 PM","GARBANZO MEDITERRANEAN GRILL LLC","1350  16th St  Denver 80202"
"2018-BFN-0000351","Retail Food Establishment","Restaurant","Pending","1/19/2018 12:27:42 PM","BESTIES ICE CREAM, LLC","1559 S Broadway  101 Denver "
"2018-BFN-0000566","Combined License","NA","Pending","1/31/2018 11:53:26 AM","PURLUXE NAILBAR LLC","3250 E 1st Ave  Denver 80206"
"2018-BFN-0000624","Lodging Facility","NA","Pending","2/2/2018 10:17:06 AM","STAY WEST, LLC","2653 W 32nd Ave  Denver 80211"
"2018-BFN-0000301","Tree Service Company","NA","Pending","1/17/2018 2:50:16 PM","GREAT WESTERN TREE CARE, LLC","3730  ASPEN HOLLOW CT  CASTLE ROCK 80104"
"2018-BFN-0000145","Food - Retail","Milk, Dairy, Prepackaged Meats","Pending","1/9/2018 1:29:53 PM","CAPITOL CONVEINENCE LLC","1300 N Pearl St  Denver 80203"
"2018-BFN-0001303","Combined License","NA","Pending","3/7/2018 10:28:26 AM","WAYFINDER CO-OP, LCA","525 N SANTA FE DR  DENVER 80204"
"2018-BFN-0001347","Escort Vehicle Service","NA","Pending","3/8/2018 1:52:55 PM","SILVER STAR PROTECTIVE SERVICES","20915 E GIRARD PL  AURORA 80013"
"2018-BFN-0001728","Retail Food Establishment","Restaurant - Temporary","Pending","3/23/2018 5:31:17 PM","BOWBEAS LLC","4420  CRESTONE CIR  BROOMFIELD 80020"
"2018-BFN-0000940","Retail Food Establishment","Mobile","Pending","2/16/2018 1:39:31 PM","AVERY GEORGE ENTERPRISE'S LLC","2172 S TRENTON WAY 6-305 DENVER 80231"
"2018-BFN-0001516","Combined License","NA","Pending","3/16/2018 11:44:22 AM","JOSEPHINE APARTMENTS LP","1910 S Josephine St  Denver 80210"
"2018-BFN-0001680","In-House Security","NA","Pending","3/23/2018 7:16:52 AM","HOB SUMMIT MH CORP","1902  Blake St  Denver 80202"
"2018-BFN-0001944","Food - Retail","Bakery, Deli","Pending","4/4/2018 8:38:56 AM","MRG DENVER LLC","8900  Pena Blvd BC-18 Denver "
"2018-BFN-0001820","Retail Food Establishment","Mobile","Pending","3/29/2018 1:38:37 PM","DENVER ICE CREAM","630 S DAYTON ST 8-312 DENVER 80247"
"2018-BFN-0002332","Combined License","NA","Pending","4/18/2018 1:43:02 PM","","400 E COLFAX AVE  DENVER 80203"
"2018-BFN-0001805","Liquor","Tastings","Pending","3/29/2018 11:46:15 AM","PARKSIDE LIQUORS","2915 W 25TH AVE  DENVER 80211"
"2018-BFN-0001908","Food - Retail","Multi-Use","Pending","4/2/2018 3:26:13 PM","ABUBAKR LLC","2958  DOWNING ST  DENVER 80205"
"2018-BFN-0002292","Combined License","NA","Pending","4/17/2018 12:27:02 PM","ASB INC","8899 E Hampden Ave  Denver 80231"
"2018-BFN-0002446","Retail Food Establishment","Mobile","Pending","4/23/2018 10:04:54 AM","TACOS EL AGUILA SONADORA","4994 N Leaf Ct  Denver 80216"
"2018-BFN-0002345","Retail Food Establishment","Mobile","Pending","4/19/2018 8:16:12 AM","THE DELECTABLE EGG","1642  MARKET ST  DENVER 80202"
"2018-BFN-0002567","Child Care Center","NA","Pending","4/26/2018 2:37:11 PM","ABILITY CONNECTION COLORADO, INC. (NON-PROFIT)","801 N Yosemite St  Denver 80230"
"2018-BFN-0002159","Second Hand Dealer","NA","Pending","4/12/2018 9:18:20 AM","DENVER ART GALLERIES INC","3019 E 2nd Ave  Denver 80206"
"2018-BFN-0002433","Retail Food Establishment","Mobile","Pending","4/20/2018 4:11:32 PM","TACOS ESTILO MICHOACAN LLC","2922 W MEXICO AVE  DENVER 80219"
"2018-BFN-0001823","Combined License","NA","Pending","3/29/2018 2:22:29 PM","MARISCOS MR. PERALTA INC","3900 N Osage St  Denver 80211"
"2018-BFN-0001866","Retail Food Establishment","Mobile","Pending","3/30/2018 2:13:17 PM","ABBIOCCO! WOOD FIRED PIZZA, LLC","18885  TERRY ST 14 LONGMONT 80501"
